State/Centre,Grade,Subject,Medium,Textbook Name,Chapter No.,Chapter Name,Chapter Concept Name,Topic Name,Topic Concept Name,Sub-Topic,Keywords,Name,Description,Icon / Image filepath,File Type,File Path,Audience,Content Purpose,Content Duration (in mins),Content Size (in MB),License Type (CC-BY etc),Content Author/Provider Name,Comments
Centre,Class 10,Mathematics,English,Mathematics,4,Quadratic Equations,Quadratic Equations,Solution of a Quadratic Equation by Completing the Square,Solution of a Quadratic Equation by Completing the Square,NA,"Quadratic Equation, complete square",Quadratic Equations_Solution of a Quadratic Equation by Completing the Square_2,Mathematics_4_Quadratic Equations_Solution of a Quadratic Equation by Completing the Square_Quadratic Equation by Completing the Square,NA,PDF,http://www.mathcentre.ac.uk/resources/uploaded/mc-ty-completingsquare2-2009-1.pdf,Instructor,Practice Content,NA,0.18,NA,Poulami Paul_www.mathcentre.ac.uk,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,4,Quadratic Equations,Quadratic Equations,Solution of a Quadratic Equation by Completing the Square,Solution of a Quadratic Equation by Completing the Square,NA,"Quadratic Equation, complete square, method, square",Quadratic Equations_Solution of a Quadratic Equation by Completing the Square_3,Mathematics_4_Quadratic Equations_Solution of a Quadratic Equation by Completing the Square_Quadratic Equation by Completing the Square,https://drive.google.com/a/netscribes.com/file/d/175uvUvjZc5gBXMgDpf2xgU_SL5DCEL3l/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Eob9SOf5DzQ,Learner,Explanation Content,10:36,NA,Standard YouTube License,ExamFear Education_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,4,Quadratic Equations,Quadratic Equations,Nature of Roots,Nature of Roots,NA,"Nature of Root, Distinct real root, Equal real root, No real root, Real Number",Quadratic Equations_Nature of Roots_1,Mathematics_4_Quadratic Equationsture of Roots_Nature of Roots for Quadratic Equation,https://drive.google.com/a/netscribes.com/file/d/1Z_JubvOHdJwu7Hqk5zshTVGByTuBVtaR/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Aa3VbpMdvio,Learner,Explanation Content,2:43,NA,Standard YouTube License,Don't Memorise_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,4,Quadratic Equations,Quadratic Equations,Nature of Roots,Nature of Roots,NA,"Nature of Root, Real Number, Value of Discriminant, Root of Equation",Quadratic Equations_Nature of Roots_2,Mathematics_4_Quadratic Equationsture of Roots_Nature of Roots for Quadratic Equation,https://drive.google.com/a/netscribes.com/file/d/1RcCI7tSh40Rlb5k9nLxIYqSgdOM3u41W/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Aa3VbpMdvio,Learner,Explanation Content,2:43,NA,Standard YouTube License,Don't Memorise_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,4,Quadratic Equations,Quadratic Equations,Nature of Roots,Nature of Roots,NA,"Nature of Root, Discriminant, Quadratic equation, Constant term, Coefficient, Root",Quadratic Equations_Nature of Roots_3,Mathematics_4_Quadratic Equationsture of Roots_Nature of Roots for Quadratic Equation,NA,PDF,http://www.uuooidata.org/course/sns/s025/Week%209_Quadratic%20Equation%20_Contd..pdf,Instructor,Practice Content,NA,0.44,NA,Poulami Paul_www.uuooidata.org,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Introduction,Arithmetic Progressions - Introduction,NA,"Arithmetic Progression, common Difference, Positive, Negative , General Form, Finite Ap, Infinite Arithmetic Progression, Sum, n'th term",Arithmetic Progressions_Introduction_1,Mathematics_5_Arithmetic Progressions_Introduction_Introduction of Arithmetic Progressions,https://drive.google.com/a/netscribes.com/file/d/1zr2tSILb5PfELThychE_MLIJwQZsQbLl/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=E1Rj286B_yk,Learner,Explanation Content,4:25,NA,Standard YouTube License,Mathematics Class X_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Introduction,Arithmetic Progressions - Introduction,NA,"arithmetic progression, arithmetic sequence, finite arithmetic progression, arithmetic series",Arithmetic Progressions_Introduction_2,Mathematics_5_Arithmetic Progressions_Introduction_About Arithmetic Progressions,https://drive.google.com/a/netscribes.com/file/d/1Lmj5KQ7DN1J6QF5LMsaIVDTNZaI3om93/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1FHlOMHfTzFtmpLYAR3-dSPoLfQ5sglJC/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Introduction,Arithmetic Progressions - Introduction,NA,"arithmetic progression, arithmetic sequence, finite arithmetic progression, arithmetic series, succeeding term, preceding term, fixed number, consecutive term",Arithmetic Progressions_Introduction_3,Mathematics_5_Arithmetic Progressions_Introduction_About Arithmetic Progressions,https://drive.google.com/a/netscribes.com/file/d/1dkQWWi5sx-H_NSwZY5yz1vvGTV8fWy0N/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=dv3lcYhxZEM,Learner,Explanation Content,9:53,NA,Standard YouTube License,ExamFear Education_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Arithmetic Progressions,Arithmetic Progressions,NA,"Arithmetic Progression, common Difference, Positive, Negative , Zero, General Form, Number Sequence, Definite Order",Arithmetic Progressions_Arithmetic Progressions_1,Mathematics_5_Arithmetic Progressions_Arithmetic Progressions_Concept of Arithmetic Progressions,https://drive.google.com/a/netscribes.com/file/d/1RmzNxS2AzBB2qP8_Z0jmo2nMXMZ0LJDe/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=7VvtMLXLt3Q,Learner,Explanation Content,12:11,NA,Standard YouTube License,Dronstudy.com_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Arithmetic Progressions,Arithmetic Progressions,NA,"Arithmetic Progression, common Difference, Positive, Negative , Zero, General Form, Number Sequence",Arithmetic Progressions_Arithmetic Progressions_2,Mathematics_5_Arithmetic Progressions_Arithmetic Progressions_Concept of Arithmetic Progressions,NA,PDF,http://www.mathcentre.ac.uk/resources/uploaded/mc-ty-apgp-2009-1.pdf,Instructor,Explanation Content,NA,0.276,NA,Poulami Paul_www.mathcentre.ac.uk,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Arithmetic Progressions,Arithmetic Progressions,NA,"Arithmetic Progression, Positive, Negative , Number Sequence, common difference, positive, negative , zero, general form of an AP",Arithmetic Progressions_Arithmetic Progressions_3,Mathematics_5_Arithmetic Progressions_Arithmetic Progressions_Concept of Arithmetic Progressions,https://drive.google.com/a/netscribes.com/file/d/1pJT35aXv8ZGCUMWVS3V1ZsYi0cvAL1i1/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=el8c-dJk2XA,Learner,Explanation Content,7:56,NA,Standard YouTube License,ExamFear Education_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,nth Term of an AP,nth Term of an AP,NA,"AP, Second Term, Third Term, Fourth Term, Nth Term, Common Difference, General Term, Last Term",Arithmetic Progressions_nth Term of an AP_1,Mathematics_5_Arithmetic Progressions_nth Term of an AP_nth term of an Arithmetic Progression,https://drive.google.com/a/netscribes.com/file/d/1-qQEVrGX1SSQLrMiJ_c4jh4WWqQz3GhG/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Kwn53V-iYXM,Learner,Explanation Content,11:57,NA,Standard YouTube License,AcadMentor_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,nth Term of an AP,nth Term of an AP,NA,"AP, First Term, Nth Term, Common Difference, General Term, Last Term, number of term, Last term",Arithmetic Progressions_nth Term of an AP_2,Mathematics_5_Arithmetic Progressions_nth Term of an AP_Finding the nth Term of Arithmetic Progression,https://drive.google.com/a/netscribes.com/file/d/1mCpXUy7C8PesFi8zahcmSKQasRrDDzkw/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=AMWhN0myol4,Learner,Explanation Content,9:08,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,nth Term of an AP,nth Term of an AP,NA,"AP, First Term, Nth Term, Common Difference, General Term, Last Term, number, term, Last term",Arithmetic Progressions_nth Term of an AP_3,Mathematics_5_Arithmetic Progressions_nth Term of an AP_Finding the nth Term of Arithmetic Progression,https://drive.google.com/a/netscribes.com/file/d/1GWdW3oshaZlh6kvTrmH0Wbq58M0k2ULb/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=-a1MLSoAEGw,Learner,Explanation Content,16:13,NA,Standard YouTube License,dostotussigreatho_www.youtube.com,It is a lengthy video
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Sum of First n Terms of an AP,Sum of First n Terms of an AP,NA,"Sum, Nth Term, AP, Sum, Positive Integer",Arithmetic Progressions_Sum of First n Terms of an AP_1,Mathematics_5_Arithmetic Progressions_Sum of First n Terms of an AP_Sum of first n terms of an AP,https://drive.google.com/a/netscribes.com/file/d/15cqncZEl0Xh52n1BQNI7Y9sN1_ifa6P6/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=bmc1c_vMphM,Learner,Explanation Content,9:59,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Sum of First n Terms of an AP,Sum of First n Terms of an AP,NA,"Sum, 1st Term, Nth Term, AP, n Positive Integer, Number, Term",Arithmetic Progressions_Sum of First n Terms of an AP_2,Mathematics_5_Arithmetic Progressions_Sum of First n Terms of an AP_Sum of First n terms of an AP Series,https://drive.google.com/a/netscribes.com/file/d/1L24HytycbAvdrkO633B13cWBHCjtS18a/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=LoYMm2tSsuM,Learner,Explanation Content,6:51,NA,Standard YouTube License,Girdher Sir Ki Class_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,5,Arithmetic Progressions,Arithmetic Progressions,Sum of First n Terms of an AP,Sum of First n Terms of an AP,NA,"Sum, 1st Term, Nth Term, AP, n Positive Integer, Number of Term",Arithmetic Progressions_Sum of First n Terms of an AP_3,Mathematics_5_Arithmetic Progressions_Sum of First n Terms of an AP_Sum of First n terms of an AP Series,https://drive.google.com/a/netscribes.com/file/d/19dtsdR1Wiw5b56ya2rSlwBuuk9EmsUdO/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=N0SqELqMoWo,Learner,Explanation Content,10:18,NA,Standard YouTube License,my way teaching_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Introduction,Triangles - Introduction,NA,"Triangle, Congruent , similar Figure",Triangles_Introduction_1,Mathematics_6_Triangles_Introduction_Introduction of triangle,https://drive.google.com/a/netscribes.com/file/d/1DZMAaw0ekdCUceZ5kVJ1VWli-IXiVnxi/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=KeV9ms4gIlA,Learner,Explanation Content,5:20,NA,Standard YouTube License,Mathematics Class X_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Introduction,Triangles - Introduction,NA,"Triangle, Congruent, similar Figure, Right triangle",Triangles_Introduction_2,Mathematics_6_Triangles_Introduction_Concept of Triangle,https://drive.google.com/a/netscribes.com/file/d/1mIMQpaSpQRBvagKRwX2IDBVu6BdvmVOa/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1gv_NbPwdc7E36l-C98qZHhEKlYykuKUr/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Introduction,Triangles - Introduction,NA,"Triangle, Right triangle, angle, isosceles triangle, side, Congruent, similar Figure",Triangles_Introduction_3,Mathematics_6_Triangles_Introduction_Concept of Triangle,https://drive.google.com/a/netscribes.com/file/d/1d4n294VQYxpZXo7sQUDs8j_kEKXygAcf/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=edtFK_7uViQ,Learner,Explanation Content,11:21,NA,Standard YouTube License,ExamFear Education_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Similar Figures,Similar Figures,NA,"Length, Polygon, Corresponding Angle, Square, triangle, quadrilateral, simmilarity",Triangles_Similar Figures_1,Mathematics_6_Triangles_Similar Figures_Similar Figures of Triangle,https://drive.google.com/a/netscribes.com/file/d/1qKy0BIVVmxp1Qkj8YJwbSfN72hNyX2Dm/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=EtM9p-Fojd8,Learner,Explanation Content,1:25,NA,Standard YouTube License,Don't Memorise_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Similar Figures,Similar Figures,NA,"Square, Length, Polygon, Corresponding Angle, similar figure, triangle, quadrilateral, simmilarity",Triangles_Similar Figures_2,Mathematics_6_Triangles_Similar Figures_Similar Figures of Triangle,https://drive.google.com/a/netscribes.com/file/d/1RZHmun8YszFpp6SBWSyImK1A5uuWMoO0/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1A1GqMdQGMtZZjU0e2txiIhoVu8sBz0XG/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Similarity of Triangles,Similarity of Triangles,NA,"Triangle, Similiar,corresponding Angle, Same Ratio, Proportion, Equiangular Triangle, Basic Proportionality Theorem, Parallel, Circle, Square, Angle, Rectangle",Triangles_Similarity of Triangles_1,Mathematics_6_Triangles_Similarity of Triangles_Similarity of Triangles,https://drive.google.com/a/netscribes.com/file/d/1flx1JgqL3JeHS4bkg3NfIXdha1lN7DhY/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=mK7Xf9nVftw,Learner,Explanation Content,14:17,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Similarity of Triangles,Similarity of Triangles,NA,"Basic Proportionality, Perpendicular, Common Altitude",Triangles_Similarity of Triangles_2,Mathematics_6_Triangles_Similarity of Triangles_Basic Proportionality Theorem,https://drive.google.com/a/netscribes.com/file/d/1VUosQgGpidYWnUlLQSaW5r34fgg6HM9G/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=-nftqqJqwz8,Learner,Explanation Content,18:26,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,It is a lengthy video
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Similarity of Triangles,Similarity of Triangles,NA,"Triangle, corresponding Angle, Same Ratio, Proportion, Basic Proportionality Theorem, Parallel",Triangles_Similarity of Triangles_3,Mathematics_6_Triangles_Similarity of Triangles_Similarity of Triangles,NA,PDF,http://www.nios.ac.in/media/documents/SecMathcour/Eng/Chapter-14.pdf,Instructor,Explanation Content,NA,17.4,NA,Poulami Paul_www.nios.ac.in,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Similarity of Triangles,Similarity of Triangles,NA,"Triangle, corresponding Angle, Proportion, Basic Proportionality Theorem, Parallel",Triangles_Similarity of Triangles_4,Mathematics_6_Triangles_Similarity of Triangles_Similarity of Triangles,https://drive.google.com/a/netscribes.com/file/d/1ecDegptZjka6fr4S-rncGRYkt-R_SCxz/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=ezl2EJ5uGVw,Learner,Explanation Content,6:31,NA,Standard YouTube License,galaxy coaching classes_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Criteria for Similarity of Triangles,Similarity of Triangles,NA,"Triangle, Corresponding Angle, Corresponding Side, Same Ratio, Proportion, Congruent of triangle, Proportional",Triangles_Criteria for Similarity of Triangles_1,Mathematics_6_Triangles_Criteria for Similarity of Triangles_Criteria for Similarity of Triangles,https://drive.google.com/a/netscribes.com/file/d/19I6yoBq4KqyA1T2duxQiXvtZ6IXcoUeK/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=2yjzfGfNR9A,Learner,Explanation Content,5:46,NA,Standard YouTube License,Avanti Gurukul_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Criteria for Similarity of Triangles,Similarity of Triangles,NA,"Triangle, Corresponding Angle, Corresponding Side, Proportion, Congruent of triangle, Proportional, A-A-A Criteria, S-S-S Criteria, S-A-S Criteria",Triangles_Criteria for Similarity of Triangles_2,Mathematics_6_Triangles_Criteria for Similarity of Triangles_Criteria for Similarity of Triangles,https://drive.google.com/a/netscribes.com/file/d/19eHkPYxui0cJSfp6BOmugHHPfHC_czPd/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=n5S7AsNk9Co,Learner,Explanation Content,12:52,NA,Standard YouTube License,IMA Videos_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Areas of Similar Triangles,Areas of Similar Triangles,NA,"Similar Triangle, Corresponding Side, Ratio, Triangle",Triangles_Areas of Similar Triangles_1,Mathematics_6_Triangles_Areas of Similar Triangles_Ratio of Areas of Similar Triangles,https://drive.google.com/a/netscribes.com/file/d/1hyUsq8kD7Sp99YF9z7SLlrBosrt7Jdyp/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=FQ_eirlJQBg,Learner,Explanation Content,3:47,NA,Standard YouTube License,Avanti Gurukul_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Areas of Similar Triangles,Areas of Similar Triangles,NA,"Similar Triangle, Corresponding Side, Ratio, Triangle, Diagram",Triangles_Areas of Similar Triangles_2,Mathematics_6_Triangles_Areas of Similar Triangles_Theorem on Ratio of Areas of Similar Triangles,https://drive.google.com/a/netscribes.com/file/d/1YqTaUDV0F9_PdGNVZIsqcdGAMybuh_iM/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=JTicgFgCv5c,Learner,Explanation Content,11:36,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Pythagoras Theorem,Pythagoras Theorem,NA,"Pythagoras Theorem, Perpendicular, Hypotenuse, Vertex, Right Triangle, Square, Diagonal, Angle",Triangles_Pythagoras Theorem_1,Mathematics_6_Triangles_Pythagoras Theorem_Concept of Pythagoras Theorem,https://drive.google.com/a/netscribes.com/file/d/18JaqNwWLgHjxlAF1WjNZUFPcDsauTcjh/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=qnMMSZV5x7c,Learner,Explanation Content,11:35,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Pythagoras Theorem,Pythagoras Theorem,NA,"Pythagoras Theorem, Worksheet",Triangles_Pythagoras Theorem_2,Mathematics_6_Triangles_Pythagoras Theorem_Worksheet of Pythagoras Theorem,NA,PDF,http://www.bevs.k12.oh.us/Downloads/WS%20-%20Pythagorean%20Theorem-blizzard%20bag1.pdf,Instructor,Practice Content,NA,0.19,NA,Poulami Paul_www.bevs.k12.oh.us,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,6,Triangles,Triangles,Pythagoras Theorem,Pythagoras Theorem,NA,"Pythagoras Theorem, Perpendicular, Hypotenuse, Vertex, Right Angle Triangle, Square, Diagonal, Angle",Triangles_Pythagoras Theorem_3,Mathematics_6_Triangles_Pythagoras Theorem_Pythagoras theorem Triangle,https://drive.google.com/a/netscribes.com/file/d/1ZZyrfQVIIEZ7DItvj9hJloY-KmSy23pR/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=epSQ6hL6xhI,Learner,Explanation Content,7:33,NA,Standard YouTube License,SHREEM GANESH Tutorials_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Introduction,Coordinate Geometry - Introduction,NA,"X-coordinate, Abscissa, Y-coordinate, Ordinate, Perpendicular, Axis, Straight Line, Section Formula, Mid-Point",Coordinate Geometry_Introduction_1,Mathematics_7_Coordinate Geometry_Introduction_Introduction of Coordinate Geometry,https://drive.google.com/a/netscribes.com/file/d/1kr6qa4LBr8mIA9gv16hufhLzspr1MmTa/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=BrjFZwRy8SA,Learner,Explanation Content,4:23,NA,Standard YouTube License,Mathematics Class X_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Introduction,Coordinate Geometry - Introduction,NA,"X-coordinate, Y-coordinate, Ordinate, Perpendicular, Axis, Straight Line, Graphing Inequality, Number Plane",Coordinate Geometry_Introduction_2,Mathematics_7_Coordinate Geometry_Introduction_Worksheet of Coordinate Geometry,NA,PDF,http://www.schurzhs.org/ourpages/auto/2015/9/6/44741179/Chapter%208%20Coordinate%20Geometry%20pg_%20200%20-%20243.pdf,Instructor,Practice Content,NA,5.5,NA,Poulami Paul_www.schurzhs.org,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Introduction,Coordinate Geometry - Introduction,NA,"Axis, Straight Line, Graphing Inequality, Number Plane, X-coordinate, Y-coordinate, Ordinate, Perpendicular",Coordinate Geometry_Introduction_3,Mathematics_7_Coordinate Geometry_Introduction_Worksheet of Coordinate Geometry,https://drive.google.com/a/netscribes.com/file/d/1W2E6ogLGIbbOZEuYcjJyDeY6PXsxmwv-/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=QYAnXiZC5kQ,Learner,Explanation Content,14:55,NA,Standard YouTube License,ExamFear Education_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Distance Formula,Distance Formula,NA,"Distance, Point, X-axis, y-axis, Quadrant, Right Triangle, Distance Formula, Coordinate",Coordinate Geometry_Distance Formula_1,Mathematics_7_Coordinate Geometry_Distance Formula_Distance Formula in Coordinate Geometry,https://drive.google.com/a/netscribes.com/file/d/1oxT8Omacew527ulEKGq6p1f5QiQyWOl1/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=huwurDSWWWw,Learner,Explanation Content,5:57,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Distance Formula,Distance Formula,NA,"Point, X-axis,y-axis, Right Triangle, Distance Formula, Coordinate, Distance",Coordinate Geometry_Distance Formula_2,Mathematics_7_Coordinate Geometry_Distance Formula_Distance formula in coordinate geometry,https://drive.google.com/a/netscribes.com/file/d/16cs1GmxES5UXEb3nFhcxDY_KJ3jHmJue/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=XfqupzCYuE0,Learner,Explanation Content,10:04,NA,Standard YouTube License,Salman Beg_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Distance Formula,Distance Formula,NA,"Line, Slope, Distance Formula, Equation of Line",Coordinate Geometry_Distance Formula_3,Mathematics_7_Coordinate Geometry_Distance Formula_Coordinate Geometry & Lines Distance Formula Slope,NA,PDF,http://uoqasim.edu.iq/e_Learning/lec_file/Lines.pdf,Instructor,Explanation Content,NA,0.47,NA,Poulami Paul_www.uoqasim.edu.iq,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Section Formula,Section Formula,NA,"Coordinate, Section Formula, Ratio,",Coordinate Geometry_Section Formula_1,Mathematics_7_Coordinate Geometry_Section Formula_Section Formula in Coordinate Geometry,https://drive.google.com/a/netscribes.com/file/d/19c6TnYuhuGef-wdZQiGhMChcvJH7SecV/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Lgdv_yjv5QU,Learner,Explanation Content,7:16,NA,Standard YouTube License,galaxy coaching classes_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Section Formula,Section Formula,NA,"Coordinate, Section Formula, Ratio, Mid Point Formula",Coordinate Geometry_Section Formula_2,Mathematics_7_Coordinate Geometry_Section Formula_Section Formula in Coordinate Geometry,NA,PDF,http://www.ilovemaths.in/wp-content/uploads/maths-content/classes9th10th/10-11.pdf,Instructor,Explanation Content,NA,0.46,NA,Poulami Paul_www.ilovemaths.in,Copyright checking is in progress
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Area of a Triangle,Area of a Triangle,NA,"Area, Triangle, cartesian plane, Coordinate, abscissa, Area of Triangle, Point",Coordinate Geometry_Area of a Triangle_1,Mathematics_7_Coordinate Geometry_Area of a Triangle_Area of Triangle in Coordinate Geometry,https://drive.google.com/a/netscribes.com/file/d/1J_7EI2lx5zMb8daFDlLKsb-IAD5jr-uD/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=MdI2QOgZ2z0,Learner,Explanation Content,5:53,NA,Standard YouTube License,galaxy coaching classes_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,7,Coordinate Geometry,Coordinate Geometry,Area of a Triangle,Area of a Triangle,NA,"Area, Triangle, cartesian plane, Coordinate, abscissa, Area of Triangle",Coordinate Geometry_Area of a Triangle_2,Mathematics_7_Coordinate Geometry_Area of a Triangle_Area of Triangle in Coordinate Geometry,https://drive.google.com/a/netscribes.com/file/d/1FAV80egEJ85HIElYkDa2VWOox74m0vcv/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=5qQvU9kG_M8,Learner,Explanation Content,18:04,NA,Standard YouTube License,Mohit sir's LECTURE_www.youtube.com,It is a lengthy video
Centre,Class 10,Mathematics,English,Mathematics,8,Introduction to Trigonometry,Trigonometry,Introduction,Introduction To Trigonometry - Introduction,NA,"Triangle, measure of traingle, side, Ratio, Sin, Cos, Tan",Introduction to Trigonometry_Introduction_1,Mathematics_8_Introduction to Trigonometry_Introduction_Introduction of Trigonomerty,https://drive.google.com/a/netscribes.com/file/d/1a-DxIxhPaNDo4f8T7b5SRm6ODXnPMcYh/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=n8nCx-ZNcJE&list=PLSYQ3WiyH7wwJdzQKYUgzNjolXA5fzuwR,Learner,Explanation Content,2:36,NA,Standard YouTube License,Mathematics Class X_www.youtube.com,
Centre,Class 10,Mathematics,English,Mathematics,8,Introduction to Trigonometry,Trigonometry,Introduction,Introduction To Trigonometry - Introduction,NA,"Triangle, measure, side, Ratio, equilateral traingle, Isoceles triangle, scalene triangle, Right angle triangle, hypotenuse, base, perpendicular",Introduction to Trigonometry_Introduction_2,Mathematics_8_Introduction to Trigonometry_Introduction_Introduction of Trigonomerty,https://drive.google.com/a/netscribes.com/file/d/1y5oeUDreO0dOY7bYV42uA7G1hbldPXKE/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=7H7h2i71zAg,Learner,Explanation Content,15:39,NA,Standard YouTube License,D.P. CLASSES_www.youtube.com,It is a lengthy video
